receive_ts;exchange_ts;price;quantity;side;rebuild
1770656944936050;1770656944931995;487367.92966854;17.99075084;ask;0
1770656944935612;1770656944931999;873692.90742314;7.37896657;ask;0
1770656944934933;1770656944932003;329903.12721416;1.76222785;ask;0
1770656944936838;1770656944932006;149099.07863268;8.65441527;bid;0
1770656944936417;1770656944932010;221537.05308269;5.87921918;ask;0
1770656944935064;1770656944932014;78145.98335959;15.55839593;bid;0
1770656944932452;1770656944932018;489772.21346820;8.09350495;ask;1
1770656944936691;1770656944932022;572501.81091578;10.73672294;bid;0
1770656944933029;1770656944932025;419016.97829561;8.17639087;ask;0
1770656944933060;1770656944932029;564772.37688174;2.48299799;ask;0
1770656944932156;1770656944932032;269620.66887631;2.86868290;bid;1
1770656944934756;1770656944932037;728236.27267199;2.54279105;ask;1
1770656944935219;1770656944932040;774692.65016307;13.69121420;bid;1
1770656944932199;1770656944932044;208727.88398596;7.49821546;ask;0
1770656944935203;1770656944932047;926253.17334440;5.94487362;bid;0
1770656944934805;1770656944932051;818394.62432550;14.04873815;bid;1
1770656944936941;1770656944932055;217281.97785804;10.87547254;ask;0
1770656944934701;1770656944932059;566959.34846869;7.82336166;bid;0
1770656944934460;1770656944932062;777415.79537065;1.04838353;ask;0
1770656944936371;1770656944932067;644833.71938625;8.79149676;ask;0
1770656944932398;1770656944932071;579160.44370318;4.14863478;ask;1
1770656944932475;1770656944932074;563597.79652857;8.98525573;bid;0
1770656944935172;1770656944932078;885256.38745778;2.40735483;ask;1
1770656944932464;1770656944932081;331420.64502653;9.28343671;bid;0
1770656944934870;1770656944932085;72200.60533866;1.31741094;bid;0
1770656944933865;1770656944932088;916762.36804437;6.73590303;ask;0
1770656944932519;1770656944932092;37061.93799567;18.13166690;ask;0
1770656944935136;1770656944932096;512958.14829206;15.54142082;bid;1
1770656944932764;1770656944932099;848122.27492655;9.51914969;ask;1
1770656944936678;1770656944932103;568771.40793356;17.20793530;ask;1
1770656944935968;1770656944932107;218224.11237035;9.42028662;ask;0
1770656944933441;1770656944932111;293838.61057768;8.53103683;bid;0
1770656944934237;1770656944932114;678253.41205244;1.46073056;ask;1
1770656944936839;1770656944932119;869251.36640999;9.16312912;bid;1
1770656944932379;1770656944932122;816278.45288796;7.45122841;ask;1
1770656944934298;1770656944932126;918090.49744745;13.42032357;bid;1
1770656944933111;1770656944932130;440657.63827588;11.16726170;ask;0
1770656944934035;1770656944932133;975159.45132058;2.83186664;ask;1
1770656944937076;1770656944932137;194264.92519806;5.18428050;ask;1
1770656944935544;1770656944932141;973065.33274688;17.69859989;bid;1
1770656944937038;1770656944932145;475904.38339172;1.11852467;bid;1
1770656944936197;1770656944932148;313488.26787703;18.48592609;bid;0
1770656944932952;1770656944932152;480088.90998372;8.45237384;ask;1
1770656944936927;1770656944932156;962746.67039206;1.44499471;ask;0
1770656944937043;1770656944932159;729345.39718151;5.33854411;ask;1
1770656944936515;1770656944932187;552244.35493233;7.77729970;ask;0
1770656944937005;1770656944932193;863792.23691073;2.99609881;ask;0
1770656944935091;1770656944932196;840258.69826363;13.84928383;ask;0
1770656944935867;1770656944932200;865199.32866046;6.83760997;ask;1
1770656944932746;1770656944932204;24427.15796672;15.08802247;bid;0
1770656944936641;1770656944932208;464882.39018147;0.32614075;bid;1
1770656944935288;1770656944932211;865307.35225621;15.72768317;ask;0
1770656944935204;1770656944932215;281534.91585336;5.92462026;bid;0
1770656944932924;1770656944932218;74750.98862532;8.60720442;ask;0
1770656944934353;1770656944932222;563163.53584593;15.68847621;ask;0
1770656944934734;1770656944932226;287492.86517645;8.03688411;ask;1
1770656944936541;1770656944932230;122114.71098422;2.45888929;ask;0
1770656944933923;1770656944932233;482007.80427982;19.48954105;bid;1
1770656944936483;1770656944932237;53942.76117323;4.80859299;ask;1
1770656944937069;1770656944932241;876672.61940754;12.70649568;ask;1
1770656944936065;1770656944932244;755119.86118818;15.09563479;ask;1
1770656944935248;1770656944932248;130788.70067476;4.62377532;ask;0
1770656944932610;1770656944932252;844761.61368701;9.36729015;ask;1
1770656944934468;1770656944932255;752131.50443074;0.39019324;ask;0
1770656944936954;1770656944932259;19284.10414824;11.99396963;ask;0
1770656944934330;1770656944932262;637802.45500525;6.06744526;ask;0
1770656944937177;1770656944932266;191102.12570245;18.85531623;ask;1
1770656944936503;1770656944932270;802039.39880397;16.01359193;ask;1
1770656944935497;1770656944932274;384950.63584283;6.20772278;bid;1
1770656944934672;1770656944932278;330521.25586948;19.01481177;bid;1
1770656944937129;1770656944932282;413090.42263512;11.63225231;ask;1
1770656944936623;1770656944932285;847905.76405532;13.96990161;bid;1
1770656944934342;1770656944932289;934739.30949137;9.08835466;bid;1
1770656944934627;1770656944932293;216681.95562292;8.79753494;bid;1
1770656944933390;1770656944932297;463540.36866484;6.00905844;ask;0
1770656944934131;1770656944932300;611838.37292589;3.58446052;ask;0
1770656944935032;1770656944932305;907901.39126041;11.86964708;bid;1
1770656944934452;1770656944932309;109480.49603995;14.90041031;ask;0
1770656944934915;1770656944932312;148581.95690229;19.20532213;ask;1
1770656944933692;1770656944932316;555713.73765223;14.41674621;ask;0
1770656944932627;1770656944932320;199807.67822341;11.95182193;bid;1
1770656944932855;1770656944932324;289047.32632873;19.10499858;bid;0
1770656944936804;1770656944932327;119445.72074275;8.80128860;bid;0
1770656944934722;1770656944932331;171240.72566862;12.83868787;bid;0
1770656944933944;1770656944932335;775379.63599795;15.51378107;bid;1
1770656944935976;1770656944932338;144111.17402888;2.34079214;bid;0
1770656944935086;1770656944932342;623768.79327138;1.63676310;ask;0
1770656944934109;1770656944932345;952978.57943977;1.58268441;bid;0
1770656944933950;1770656944932349;562758.16286774;5.71890269;bid;1
1770656944934444;1770656944932353;409838.98169551;0.61989670;ask;0
1770656944933779;1770656944932357;226206.14615599;15.26200791;ask;1
1770656944934724;1770656944932361;208339.59325422;8.38651917;bid;0
1770656944936375;1770656944932364;864997.79365151;4.60198510;ask;1
1770656944936996;1770656944932368;752658.48037660;8.64909468;bid;0
1770656944933663;1770656944932371;707712.72283086;0.91342795;ask;0
1770656944932681;1770656944932376;985833.15944556;18.53708974;bid;0
1770656944933486;1770656944932379;559773.71423568;14.98182359;bid;1
1770656944934569;1770656944932383;554937.99058205;10.09453374;ask;1
1770656944934969;1770656944932387;836738.50415503;15.53049662;ask;1
1770656944937074;1770656944932390;663883.53993497;19.62830796;bid;1
1770656944932995;1770656944932394;64926.43055427;19.17681603;bid;0
1770656944936118;1770656944932398;343261.46119779;15.13201835;ask;1
1770656944932950;1770656944932402;788836.31995587;11.86012658;ask;0
1770656944934270;1770656944932405;433683.30422561;0.86702284;ask;0
1770656944935506;1770656944932409;34587.23963375;18.41308128;bid;0
1770656944935961;1770656944932412;414526.38082343;9.05354274;ask;0
1770656944934015;1770656944932416;382217.38385928;18.96956532;ask;1
1770656944935531;1770656944932420;371019.81343951;2.76306084;bid;0
1770656944936994;1770656944932423;337149.92290992;15.41650041;ask;0
1770656944932672;1770656944932427;909843.60742795;2.14788368;ask;0
1770656944933024;1770656944932431;243058.50453800;8.97663580;bid;0
1770656944934000;1770656944932435;796098.31894268;7.08395720;bid;1
1770656944934811;1770656944932438;252514.09783073;11.87882247;bid;0
1770656944932884;1770656944932442;30866.08750744;5.98645678;bid;0
1770656944935772;1770656944932446;519211.46617273;10.76702092;ask;0
1770656944935366;1770656944932449;919953.49138406;6.08414579;bid;0
1770656944936233;1770656944932453;605568.77413675;19.37740789;bid;1
1770656944934945;1770656944932457;666153.53479569;13.82006196;ask;1
1770656944932769;1770656944932460;757548.22301139;3.33964221;bid;0
1770656944936724;1770656944932464;300441.37072283;18.72474752;ask;1
1770656944935063;1770656944932468;481971.39446291;14.74502430;ask;0
1770656944937127;1770656944932471;825345.51417866;9.89574043;bid;0
1770656944936350;1770656944932475;74850.00181530;1.29186219;bid;0
1770656944933495;1770656944932479;640816.23617977;18.76751233;ask;1
1770656944933303;1770656944932483;293155.28807000;9.65552795;bid;0
1770656944933343;1770656944932486;403993.62232370;19.35090536;bid;1
1770656944934873;1770656944932490;354936.43977254;4.17727803;ask;1
1770656944937084;1770656944932494;388903.29937937;5.91833673;ask;0
1770656944934628;1770656944932497;885251.25200060;11.26065009;ask;1
1770656944936305;1770656944932501;306556.51381824;18.78434624;ask;0
1770656944937456;1770656944932505;272997.28395526;6.98653640;bid;0
1770656944934319;1770656944932508;948897.43203177;6.48727228;ask;1
1770656944933862;1770656944932512;501204.31152189;0.39683176;bid;1
1770656944935993;1770656944932515;581250.17859970;10.31392444;bid;0
1770656944935771;1770656944932519;913172.53517656;18.15819555;bid;0
1770656944934971;1770656944932523;452265.40760887;5.71964972;bid;0
1770656944936088;1770656944932527;627365.27393331;11.33086381;bid;1
1770656944935718;1770656944932530;802028.24935184;16.29417714;bid;1
1770656944933440;1770656944932535;474852.53840651;12.24725670;ask;0
1770656944934727;1770656944932539;115955.83153190;0.42865508;ask;0
1770656944935030;1770656944932542;836607.83257607;8.44017117;bid;0
1770656944936169;1770656944932546;642316.78813280;5.15438178;ask;1
1770656944932805;1770656944932550;236553.93912780;5.60119813;ask;0
1770656944936458;1770656944932553;920919.33090930;9.10598724;ask;0
1770656944933250;1770656944932557;183021.58301645;2.34662380;bid;1
1770656944932728;1770656944932561;960583.73344444;11.16503165;ask;0
1770656944935710;1770656944932564;58111.85282185;2.36404032;ask;1
1770656944933705;1770656944932568;13825.35284048;16.62862491;bid;0
1770656944934136;1770656944932572;167983.14171772;13.37636953;ask;1
1770656944935114;1770656944932575;488422.28042595;10.26180572;ask;0
1770656944937028;1770656944932579;450051.22262488;5.04741169;ask;0
1770656944934739;1770656944932582;119.63377686;9.69513535;ask;1
1770656944932925;1770656944932586;278630.96559573;0.13814859;ask;0
1770656944936764;1770656944932590;664672.76844993;8.60991978;ask;1
1770656944934024;1770656944932594;231242.31501073;18.41112158;ask;1
1770656944936741;1770656944932598;125322.74983304;7.30974961;bid;1
1770656944933323;1770656944932602;12194.46465347;4.88740115;ask;1
1770656944935637;1770656944932605;27372.83728447;4.94324794;ask;0
1770656944935212;1770656944932609;219562.69378336;15.75349946;bid;1
1770656944933125;1770656944932612;658676.35607276;10.56174024;ask;1
1770656944934753;1770656944932616;938113.15461676;17.30678025;bid;0
1770656944934479;1770656944932619;567478.93242285;3.53854922;bid;0
1770656944935432;1770656944932623;894509.86556044;4.83402818;bid;0
1770656944934571;1770656944932627;840806.04214525;4.73883182;bid;0
1770656944936236;1770656944932631;217282.84385487;11.21663825;bid;1
1770656944936332;1770656944932658;139003.35935509;9.71925439;ask;1
1770656944936191;1770656944932663;798503.72390500;3.77319164;ask;0
1770656944933982;1770656944932667;887541.92157420;16.49872243;ask;1
1770656944934062;1770656944932671;181781.65683909;15.77646964;bid;1
1770656944937509;1770656944932674;841500.31261824;19.05815156;bid;1
1770656944933882;1770656944932678;957952.08891530;10.49409941;bid;1
1770656944935211;1770656944932681;457550.66089339;10.15275586;bid;0
1770656944934009;1770656944932685;700923.80141779;12.94999148;bid;0
1770656944933897;1770656944932689;12333.46181620;10.03887113;ask;1
1770656944934166;1770656944932692;460067.59139226;9.37903223;bid;0
1770656944936868;1770656944932696;623336.56522376;13.82628331;ask;0
1770656944935428;1770656944932700;338434.78412256;6.19478341;bid;1
1770656944937169;1770656944932704;413528.18139685;0.94151983;ask;1
1770656944936759;1770656944932707;844757.75669524;7.78361161;bid;0
1770656944935709;1770656944932711;234575.12422030;18.78176089;ask;0
1770656944933506;1770656944932715;901009.59532616;1.32074138;ask;0
1770656944934872;1770656944932718;263625.52678361;6.84705606;bid;1
1770656944936958;1770656944932722;709362.28554644;6.87543567;ask;1
1770656944933995;1770656944932726;277525.17972271;17.73961837;ask;1
1770656944937251;1770656944932730;341494.25611824;11.87491597;ask;1
1770656944933516;1770656944932733;947207.31138630;12.74204909;bid;0
1770656944933802;1770656944932737;305289.73084602;6.11337304;ask;0
1770656944934127;1770656944932740;825852.77677278;17.86284200;ask;0
1770656944934631;1770656944932744;412668.82465837;18.06702348;ask;1
1770656944936909;1770656944932748;521900.28720630;18.80575553;bid;0
1770656944937342;1770656944932752;54423.74612798;11.26679640;ask;1
1770656944934291;1770656944932755;765264.15385379;15.91348746;bid;1
1770656944934883;1770656944932759;970590.74512653;13.08863441;bid;1
1770656944936182;1770656944932763;490605.90772244;8.15298062;bid;0
1770656944935343;1770656944932767;590297.31115069;19.76627869;ask;0
1770656944936066;1770656944932770;580842.87145863;17.23375386;bid;0
1770656944937732;1770656944932774;272763.74333051;14.08523421;bid;1
1770656944935897;1770656944932778;935515.10344572;13.15437528;bid;1
1770656944936451;1770656944932782;672822.94205646;11.86467193;bid;0
1770656944936506;1770656944932786;753379.75407619;0.13432604;ask;0
1770656944933808;1770656944932789;642690.51818506;15.49133088;bid;0
1770656944935188;1770656944932793;164269.31213862;17.02957408;bid;0
1770656944934480;1770656944932797;868118.79630911;0.32342432;bid;0
1770656944937435;1770656944932800;595284.93372910;1.70648391;bid;1
1770656944933375;1770656944932805;866422.84906532;16.46338700;bid;1
1770656944933644;1770656944932809;170042.94534435;13.57370160;bid;0
1770656944935961;1770656944932812;695317.87109294;12.44575574;ask;0
1770656944934786;1770656944932816;481376.81648652;10.51143936;bid;0
1770656944934849;1770656944932820;577873.30334628;5.35910216;ask;0
1770656944937377;1770656944932824;728511.73097500;3.57931980;ask;1
1770656944935571;1770656944932828;945775.77210654;6.70673356;ask;1
1770656944934063;1770656944932831;865883.83097951;10.32061861;bid;1
1770656944936981;1770656944932835;974087.92035713;10.59796778;bid;0
1770656944934622;1770656944932839;980688.56038576;5.87765863;bid;1
1770656944936490;1770656944932842;239156.38968896;17.22109581;ask;1
1770656944936692;1770656944932846;80325.03399690;14.80123341;ask;1
1770656944937008;1770656944932850;553422.17900973;4.98659985;bid;0
1770656944933722;1770656944932854;421685.07712510;2.40719048;ask;1
1770656944935141;1770656944932857;572593.28098706;5.30111064;bid;1
1770656944937474;1770656944932861;919576.80323369;16.89110271;bid;1
1770656944933044;1770656944932864;727383.16001532;19.69608929;bid;1
1770656944936585;1770656944932868;646832.28682152;17.54622116;ask;0
1770656944937457;1770656944932872;840905.72923314;2.91178330;bid;1
1770656944937161;1770656944932876;436426.02314810;10.85292142;bid;0
1770656944937407;1770656944932880;746682.88013955;9.42162893;bid;0
1770656944936488;1770656944932883;220043.42381123;14.82709100;bid;0
1770656944936539;1770656944932887;204749.23648835;14.79491446;ask;0
1770656944937321;1770656944932891;226237.42640468;12.72438706;bid;0
1770656944934395;1770656944932895;336263.61882921;3.65370659;bid;1
1770656944937445;1770656944932898;241386.84575196;10.99123023;bid;1
1770656944934212;1770656944932902;389799.93676579;0.36461614;ask;0
1770656944934016;1770656944932906;962050.37195178;4.32589586;bid;0
1770656944935432;1770656944932910;231090.01646563;14.81078669;bid;1
1770656944933080;1770656944932914;402182.21754805;10.64733852;ask;0
1770656944937074;1770656944932917;456875.67903327;2.00832550;bid;0
1770656944933906;1770656944932921;281824.59219056;19.45779151;ask;0
1770656944937667;1770656944932925;198136.87708998;18.50144327;ask;0
1770656944935639;1770656944932928;618565.36940938;14.41572121;ask;0
1770656944935351;1770656944932932;113205.09842754;10.04565617;ask;0
1770656944935292;1770656944932936;433100.30663801;17.61469681;ask;0
1770656944933071;1770656944932939;18470.04762188;2.63066915;bid;1
1770656944936762;1770656944932943;386072.78295486;13.22274918;bid;1
1770656944936334;1770656944932947;29820.59354045;7.93422117;bid;0
1770656944937222;1770656944932951;981507.49651198;6.25587738;bid;0
1770656944934888;1770656944932954;453398.70043036;3.10740735;ask;1
1770656944935684;1770656944932958;459726.03933252;6.58736443;bid;1
1770656944933355;1770656944932962;538855.51754776;11.05253224;bid;1
1770656944937620;1770656944932966;956005.59333369;1.07885241;ask;1
1770656944933693;1770656944932969;649831.41458944;3.71865938;ask;0
1770656944936430;1770656944932973;23024.31912968;4.55301685;bid;1
1770656944936233;1770656944932977;22023.55201910;3.51462783;bid;0
1770656944936849;1770656944932981;258193.60504676;11.28201050;ask;1
1770656944934730;1770656944932984;511090.31555368;10.50375375;bid;1
1770656944933198;1770656944932988;133356.73399411;7.55259276;ask;1
1770656944935792;1770656944932992;525603.55629108;7.07246425;bid;0
1770656944934767;1770656944932995;95660.01714652;5.45400258;bid;1
1770656944936997;1770656944932999;260770.55402490;12.89590631;bid;0
1770656944936756;1770656944933003;276845.39238745;18.82136287;ask;0
1770656944936210;1770656944933006;703683.06486408;17.31054215;bid;1
1770656944936728;1770656944933010;93471.50942603;4.61757519;bid;0
1770656944934123;1770656944933014;867478.56201427;18.37546240;bid;1
1770656944935993;1770656944933018;501518.20992047;15.23759748;ask;0
1770656944933155;1770656944933021;566990.87260884;8.65820072;bid;1
1770656944938020;1770656944933025;5159.36329734;11.97982205;bid;1
1770656944937841;1770656944933029;494265.12377840;10.78304878;ask;1
1770656944934686;1770656944933032;116023.38082958;7.59321910;ask;1
1770656944935264;1770656944933036;829596.43457528;7.83086928;bid;1
1770656944936850;1770656944933040;335946.79169071;8.91517699;bid;1
1770656944937482;1770656944933044;741910.64363287;5.53996896;bid;0
1770656944937213;1770656944933048;30726.84779445;8.99648158;bid;1
1770656944933957;1770656944933051;450831.98391057;10.19404806;ask;1
1770656944936308;1770656944933055;218608.17076556;7.10433722;ask;1
1770656944937612;1770656944933059;485967.97307579;10.25239558;bid;0
1770656944935962;1770656944933063;134795.84603343;14.16837732;bid;1
1770656944934900;1770656944933067;381254.61764389;6.53607157;bid;1
1770656944937810;1770656944933071;346383.18556609;19.13021726;ask;0
1770656944936365;1770656944933074;237911.65632838;16.00432579;ask;0
1770656944936918;1770656944933078;372869.63786539;2.26352246;bid;0
1770656944934985;1770656944933082;366693.44980920;11.42811826;bid;1
1770656944933899;1770656944933086;16931.35135478;3.88833104;ask;0
1770656944936895;1770656944933089;176828.42047831;18.96990994;ask;1
1770656944935179;1770656944933093;441307.34803623;0.38027499;ask;1
1770656944935059;1770656944933097;993711.16904627;6.50076230;bid;1
1770656944934676;1770656944933100;571573.03748595;9.82000790;bid;0
1770656944936783;1770656944933104;84413.44634925;7.04054287;bid;0
1770656944935220;1770656944933117;865203.26863001;0.70511233;bid;1
1770656944937329;1770656944933121;223728.04958014;2.48875809;bid;0
1770656944934395;1770656944933125;241723.38833216;7.90228851;ask;0
1770656944935281;1770656944933128;348003.74587967;3.44687845;bid;1
1770656944933725;1770656944933132;735492.85539367;13.41181992;ask;0
1770656944937007;1770656944933136;289322.19476839;15.29718012;ask;0
1770656944937703;1770656944933139;84349.77218461;6.47186432;bid;1
1770656944935829;1770656944933143;965155.55515887;9.02019197;ask;1
1770656944937594;1770656944933147;333035.97893735;5.23487671;bid;1
1770656944934992;1770656944933151;287305.70692784;1.92325930;ask;1
1770656944937978;1770656944933154;646972.83239161;3.56608907;bid;0
1770656944935819;1770656944933158;826103.12686958;19.67079252;ask;0
1770656944934532;1770656944933161;877563.21687318;19.61048768;bid;1
1770656944935979;1770656944933165;455433.44485000;11.25390852;bid;1
1770656944933974;1770656944933169;173123.72478582;17.94964774;bid;0
1770656944935560;1770656944933172;664456.46278486;18.80281354;ask;0
1770656944934420;1770656944933176;595859.99648784;6.92149782;bid;0
1770656944937953;1770656944933179;347369.61228282;5.27685256;ask;0
1770656944935267;1770656944933183;430240.94156069;7.21502690;bid;0
1770656944934848;1770656944933187;491226.54448379;2.58175764;bid;1
1770656944935389;1770656944933190;422106.10035304;13.54456247;ask;1
1770656944935267;1770656944933194;757255.06288531;3.74147207;bid;0
1770656944937468;1770656944933198;888442.25978958;0.48170073;bid;0
1770656944933935;1770656944933202;639958.95760870;13.61120091;bid;0
1770656944936469;1770656944933206;992967.01507076;4.36406293;ask;1
1770656944937424;1770656944933209;780898.33175317;0.01303656;ask;1
1770656944933802;1770656944933213;959386.37170754;4.03860697;ask;1
1770656944935911;1770656944933217;422760.38549356;4.33635394;bid;0
1770656944933537;1770656944933220;571449.59813965;11.14808660;bid;0
1770656944934067;1770656944933224;552689.24681301;19.93202869;ask;0
1770656944934472;1770656944933227;872225.56186610;19.98714208;bid;1
1770656944937150;1770656944933231;122336.72909152;16.42898333;ask;1
1770656944934492;1770656944933235;448280.74730467;19.87505091;ask;0
1770656944936778;1770656944933239;446120.99412246;3.86512577;ask;0
1770656944936320;1770656944933242;472854.34180299;11.12893866;bid;1
1770656944936048;1770656944933246;638115.94507746;10.39566473;ask;0
1770656944934536;1770656944933249;573951.74468682;5.71782626;ask;0
1770656944937309;1770656944933253;805660.68665234;16.97309710;ask;0
1770656944938256;1770656944933257;755100.46427985;14.56252878;ask;0
1770656944937471;1770656944933261;263967.25916614;8.04146718;bid;1
1770656944935353;1770656944933265;258701.62924819;8.83109568;ask;0
1770656944934236;1770656944933268;743579.49932861;4.87785623;ask;1
1770656944934872;1770656944933272;69232.91170206;17.13581889;ask;1
1770656944937524;1770656944933276;484496.59813758;7.08177212;ask;1
1770656944934872;1770656944933279;961254.84902277;18.22894665;ask;1
1770656944933557;1770656944933283;931975.78533243;10.39416938;bid;0
1770656944936996;1770656944933287;352916.23611436;16.17504834;ask;0
1770656944936593;1770656944933291;823503.67882584;13.09755466;ask;1
1770656944934260;1770656944933294;238013.60548637;7.02483537;ask;0
1770656944933692;1770656944933298;594574.69304967;3.89092162;ask;0
1770656944936758;1770656944933302;272560.58760548;3.35686156;bid;1
1770656944933790;1770656944933305;765476.00739647;16.79154966;bid;1
1770656944937439;1770656944933309;616708.60190001;3.71533447;ask;0
1770656944934492;1770656944933313;57482.82384735;5.46846135;bid;1
1770656944937117;1770656944933317;554852.07287014;7.85973248;bid;1
1770656944937925;1770656944933320;341854.21474475;17.56236617;ask;1
1770656944935310;1770656944933324;642184.02733939;6.58449430;ask;1
1770656944933527;1770656944933328;352138.59495679;3.37121823;bid;0
1770656944937383;1770656944933332;177756.12724532;16.64119700;bid;0
1770656944937369;1770656944933335;551517.11560714;13.24819395;bid;1
1770656944934474;1770656944933339;398662.83302933;17.66581771;ask;1
1770656944934388;1770656944933343;415010.56729296;5.10932493;bid;0
1770656944934582;1770656944933347;661786.77686191;12.37929356;bid;1
1770656944938317;1770656944933350;789742.11899025;9.98948905;bid;1
1770656944933828;1770656944933354;901863.51138391;1.69164367;ask;1
1770656944935892;1770656944933358;458578.83762782;14.10147149;bid;1
1770656944938148;1770656944933362;632888.59631330;6.32219431;bid;1
1770656944936843;1770656944933366;49762.57459770;17.74927078;bid;1
1770656944933896;1770656944933369;320883.71428560;8.04967814;ask;0
1770656944934937;1770656944933373;756056.81076924;13.38163589;ask;1
1770656944934740;1770656944933377;641087.17233583;12.40756202;ask;0
1770656944936623;1770656944933381;187790.13807825;1.64389312;bid;1
1770656944937007;1770656944933384;923051.64781702;15.51895436;bid;0
1770656944934478;1770656944933388;870343.10427743;3.76737111;ask;1
1770656944936887;1770656944933392;948198.54421248;6.86719920;ask;0
1770656944938286;1770656944933395;989261.19916961;4.55726614;bid;0
1770656944934518;1770656944933400;117895.53274938;17.82957446;ask;1
1770656944934127;1770656944933403;854384.95018060;14.17982726;bid;1
1770656944933956;1770656944933407;667871.57402343;1.23407846;bid;0
1770656944937337;1770656944933411;26670.94182590;15.90176167;bid;0
1770656944934715;1770656944933415;396641.13405918;6.82072682;bid;1
1770656944933616;1770656944933418;277393.65880616;14.30660917;bid;1
1770656944936121;1770656944933422;112058.11080319;11.50348838;bid;1
1770656944934974;1770656944933426;74133.78293738;16.96224926;ask;0
1770656944935956;1770656944933429;636641.08499395;10.93006810;bid;1
1770656944937505;1770656944933433;143504.10109092;6.03262581;ask;0
1770656944937296;1770656944933436;740662.94870171;4.13095314;bid;1
1770656944935334;1770656944933440;255961.10028737;8.78772400;ask;0
1770656944934240;1770656944933444;522517.42529785;7.56661976;bid;0
1770656944937466;1770656944933447;822953.03067489;3.65839507;ask;0
1770656944936275;1770656944933451;218792.01567736;15.32029127;bid;1
1770656944936848;1770656944933455;29013.57388556;12.56595437;ask;1
1770656944935009;1770656944933459;384577.29220500;10.86803289;bid;0
1770656944936238;1770656944933462;332066.71220473;10.40255748;ask;0
1770656944934990;1770656944933466;230814.87564248;6.70548257;ask;1
1770656944935731;1770656944933470;348669.17898637;4.18301309;bid;1
1770656944935958;1770656944933474;619036.59959035;19.52753055;ask;0
1770656944935396;1770656944933478;360269.06722735;5.82178608;bid;1
1770656944937053;1770656944933481;173338.50837545;19.30553578;bid;0
1770656944935807;1770656944933485;18704.36043883;5.27654726;ask;1
1770656944935076;1770656944933489;25375.40829383;10.66644587;bid;1
1770656944934086;1770656944933492;350010.50157051;16.31011560;ask;0
1770656944938468;1770656944933496;996537.28863216;0.24538308;bid;1
1770656944937731;1770656944933500;519772.25839715;11.73171119;bid;1
1770656944936914;1770656944933503;167945.48288489;8.58716044;ask;1
1770656944933921;1770656944933507;238766.98964879;2.48895145;ask;0
1770656944933649;1770656944933511;740426.06309885;4.45071589;bid;0
1770656944935744;1770656944933514;61599.16813069;1.49313166;ask;0
1770656944936839;1770656944933519;132904.98483487;19.10292998;bid;1
1770656944937254;1770656944933523;594376.17082586;3.89538149;ask;0
1770656944933737;1770656944933527;391853.77273536;19.76674664;bid;1
1770656944935484;1770656944933530;315437.65028919;11.15150939;ask;0
1770656944935017;1770656944933534;148493.19270519;13.14986544;bid;0
1770656944934295;1770656944933538;16907.19723486;8.47169956;ask;0
1770656944935282;1770656944933542;264972.26786077;9.91622887;bid;0
1770656944934960;1770656944933546;452711.27513848;6.21030076;ask;0
1770656944934572;1770656944933549;875816.51361317;0.67421317;bid;0
1770656944935160;1770656944933553;903246.72110129;4.71925480;bid;1
1770656944934746;1770656944933556;875151.53123975;3.00703856;ask;0
1770656944937289;1770656944933560;304744.07182579;0.88132160;bid;1
1770656944935888;1770656944933570;592683.74917509;4.43809961;ask;0
1770656944934179;1770656944933575;830328.03358475;12.60255460;ask;1
1770656944937032;1770656944933578;122956.01950956;8.78479582;bid;0
1770656944934662;1770656944933582;66007.87267031;5.50030384;bid;1
1770656944936273;1770656944933586;38147.23593102;3.18264980;bid;1
1770656944936458;1770656944933589;527712.86985375;14.16210259;bid;0
1770656944938102;1770656944933593;431995.27098725;4.41509640;ask;1
1770656944938594;1770656944933597;349992.65954186;7.34906059;ask;0
1770656944935921;1770656944933601;105161.13220589;7.60692972;ask;0
1770656944937423;1770656944933605;707078.42382810;3.23173820;bid;1
1770656944934608;1770656944933608;479471.14489774;19.42138920;bid;0
1770656944937983;1770656944933612;471574.61402563;11.78508965;bid;1
1770656944935023;1770656944933616;406500.51076901;9.36918847;bid;1
1770656944935613;1770656944933619;141001.35142632;11.07443806;ask;1
1770656944938585;1770656944933623;732986.06191835;2.92645002;bid;1
1770656944935624;1770656944933626;783842.71543591;19.79253658;bid;1
1770656944934263;1770656944933630;224767.78670262;6.96529633;bid;1
1770656944935282;1770656944933634;800218.75391604;11.17748047;bid;1
1770656944938507;1770656944933637;885366.61757007;8.85251990;ask;0
1770656944938461;1770656944933641;578802.16899168;17.98333011;bid;0
1770656944937527;1770656944933645;558235.08128446;8.92666391;ask;0
1770656944937099;1770656944933648;28659.00041575;14.75809409;bid;1
1770656944936232;1770656944933652;360314.84381613;12.93208303;bid;0
1770656944936837;1770656944933656;426126.41746972;1.21158737;ask;1
1770656944935218;1770656944933660;964556.90413198;12.09844642;ask;1
1770656944936090;1770656944933664;313338.03987103;5.45631984;bid;1
1770656944936488;1770656944933667;451115.10678101;9.26017424;ask;1
1770656944935679;1770656944933671;870361.00745685;5.25980627;ask;0
1770656944933868;1770656944933675;658109.21839384;16.64005518;bid;1
1770656944934481;1770656944933678;918171.77227288;13.63309711;bid;0
1770656944934003;1770656944933682;414530.27170289;17.04841655;ask;1
